seq,ra,dec,mag,z_best,z_spec,z_phot,z_spec_quality,zphot_l68,zphot_u68,zphot_l95,zphot_u95,snr,m,m_std
7028.0,53.1447868,-27.844318400000002,25.56,2.771,-99.0,2.7710000000000004,-99.0,2.68,2.86,2.58,2.98,9.4,770000000.0,205000000.0
7030.0,53.14123539999999,-27.844428999999998,25.45,1.608,-99.0,1.608,-99.0,1.5,1.72,1.39,1.84,20.48,545000000.0,59900000.0
7031.0,53.14645,-27.8443012,25.63,2.007,-99.0,2.0069999999999997,-99.0,1.9,2.11,1.79,2.35,16.79,329000000.0,94100000.0
7034.0,53.102039299999994,-27.846117,22.5,1.997,-99.0,1.9969999999999999,-99.0,1.94,2.05,1.88,2.12,106.68,72700000000.0,8120000000.0
7035.0,53.1754875,-27.8441429,25.72,0.295,-99.0,0.295,-99.0,0.2,0.39,0.14,0.48,13.09,13900000.0,1250000.0
7036.0,53.04183199999999,-27.8448734,22.7,1.075,-99.0,1.075,-99.0,1.03,1.13,0.97,1.22,80.93,7220000000.0,3770000000.0
7037.0,53.1389046,-27.8446522,23.67,2.012,-99.0,2.012,-99.0,1.96,2.07,1.88,2.14,76.33,5510000000.0,1350000000.0
7038.0,53.1760559,-27.844390899999997,24.89,1.152,-99.0,1.1520000000000001,-99.0,1.08,1.22,0.96,1.29,22.41,352000000.0,64600000.0
7040.0,53.1591339,-27.8447628,24.83,1.539,-99.0,1.5390000000000001,-99.0,1.44,1.64,1.34,1.74,33.9,1180000000.0,360000000.0
7042.0,53.0407829,-27.8442402,24.9,0.843,-99.0,0.843,-99.0,0.73,0.96,0.61,1.04,19.16,188000000.0,49500000.0
7043.0,53.094341299999996,-27.844299300000003,25.32,3.177,-99.0,3.177,-99.0,3.05,3.28,2.94,3.38,21.51,2300000000.0,493000000.0
7044.0,53.0564728,-27.844280199999996,24.97,2.802,-99.0,2.802,-99.0,2.75,2.85,0.31,2.92,32.93,626000000.0,164000000.0
7046.0,53.1039314,-27.8443222,24.08,2.387,-99.0,2.387,-99.0,2.31,2.47,2.24,2.56,62.77,4420000000.0,902000000.0
7047.0,53.040554,-27.844398499999997,24.17,1.237,-99.0,1.237,-99.0,1.16,1.31,1.09,1.38,29.43,1060000000.0,238000000.0
7051.0,53.1934738,-27.844802899999998,23.49,1.242,-99.0,1.242,-99.0,1.18,1.31,1.11,1.37,52.82,2630000000.0,561000000.0
7052.0,53.2042122,-27.844097100000003,25.13,3.03,-99.0,3.03,-99.0,2.97,3.09,2.89,3.15,24.07,2950000000.0,439000000.0
7053.0,53.0940704,-27.84412,25.66,1.635,-99.0,1.635,-99.0,1.54,1.73,1.41,1.85,22.23,531000000.0,87300000.0
7055.0,53.1227608,-27.848304700000003,21.56,1.7621,1.7621,0.055999999999999994,1.0,0.04,0.57,0.02,6.4,122.54,15800000000.0,7170000000.0
7057.0,53.19383620000001,-27.8442783,23.73,1.493,-99.0,1.493,-99.0,1.44,1.54,1.26,1.61,61.21,926000000.0,464000000.0
7060.0,53.184303299999996,-27.844316499999998,24.37,1.096,1.122,1.0959999999999999,2.0,1.04,1.16,0.98,1.23,47.03,741000000.0,109000000.0
7061.0,53.2018127,-27.844133399999997,25.39,2.661,-99.0,2.661,-99.0,2.47,2.85,2.15,3.02,15.73,21900000000.0,8990000000.0
7062.0,53.2201576,-27.843919800000002,25.74,1.706,-99.0,1.706,-99.0,1.57,1.85,1.43,1.99,12.51,648000000.0,117000000.0
7063.0,53.0399971,-27.844101000000002,24.97,2.094,-99.0,2.094,-99.0,1.9,2.2,1.45,2.34,20.69,1650000000.0,362000000.0
7064.0,53.1083221,-27.8440418,25.47,1.053,-99.0,1.053,-99.0,0.94,1.16,0.77,1.29,17.84,304000000.0,63700000.0
7065.0,53.0949554,-27.844211600000005,25.23,0.318,-99.0,0.318,-99.0,0.2,0.43,0.09,0.56,18.46,17700000.0,5500000.0
7066.0,53.061599699999995,-27.844175300000003,24.29,0.849,-99.0,0.8490000000000001,-99.0,0.77,0.92,0.69,0.98,51.1,509000000.0,92700000.0
7067.0,53.0792694,-27.8440838,24.83,1.687,-99.0,1.6869999999999998,-99.0,1.59,1.78,1.5,1.85,41.34,724000000.0,163000000.0
7069.0,53.122432700000005,-27.8441353,25.24,1.946,-99.0,1.946,-99.0,1.85,2.03,1.48,2.3,27.12,659000000.0,138000000.0
7070.0,53.05851750000001,-27.843864399999998,26.17,3.47,3.54,3.47,2.0,3.37,3.57,3.28,3.68,13.58,944000000.0,343000000.0
7071.0,53.137207,-27.8446484,22.35,2.369,-99.0,2.556,-99.0,2.51,2.6,2.47,2.65,191.82,12200000000.0,3880000000.0
7072.0,53.138977100000005,-27.8442364,24.02,2.024,-99.0,2.024,-99.0,1.97,2.08,1.92,2.16,58.12,2860000000.0,968000000.0
7074.0,53.137710600000005,-27.845411300000002,22.17,0.06,-99.0,0.06,-99.0,0.04,0.08,0.02,0.11,91.74,41100000.0,18300000.0
7076.0,53.041580200000006,-27.843977000000002,24.55,0.081,-99.0,0.081,-99.0,0.06,2.33,0.02,6.02,30.45,2310000.0,3580000.0
7077.0,53.05865479999999,-27.843772899999998,25.72,3.238,-99.0,3.238,-99.0,3.15,3.33,3.07,3.46,13.94,1320000000.0,340000000.0
7078.0,53.229103099999996,-27.8437881,25.24,0.792,-99.0,0.792,-99.0,0.66,0.93,0.51,1.04,13.42,130000000.0,18600000.0
7079.0,53.0896835,-27.844600699999997,22.74,1.498,2.3706,1.4980000000000002,2.0,1.43,1.57,1.37,1.64,106.68,6330000000.0,1240000000.0
7080.0,53.1482468,-27.8441048,24.46,1.845,-99.0,1.845,-99.0,1.75,1.94,1.6,2.02,40.57,2500000000.0,484000000.0
7081.0,53.1577988,-27.844310800000002,23.85,0.613,0.526,0.613,2.0,0.57,0.65,0.5,0.7,65.71,204000000.0,14700000.0
7082.0,53.1591034,-27.843837699999998,24.82,0.982,-99.0,0.982,-99.0,0.91,1.05,0.79,1.11,35.89,345000000.0,56800000.0
7083.0,53.1426277,-27.8438396,25.07,0.613,-99.0,0.613,-99.0,0.54,0.69,0.47,0.84,30.19,196000000.0,54600000.0
7084.0,53.1905098,-27.8437881,25.01,3.119,-99.0,3.1189999999999998,-99.0,3.06,3.17,3.01,3.24,19.55,2100000000.0,760000000.0
7085.0,53.150013,-27.843763399999997,25.33,0.109,-99.0,0.109,-99.0,0.06,0.29,0.01,0.61,11.74,3320000.0,2950000.0
7086.0,53.228756000000004,-27.843734700000002,24.57,0.065,-99.0,0.065,-99.0,0.04,0.09,0.02,0.15,19.59,5000000.0,3910000.0
7087.0,53.111682900000005,-27.843786199999997,25.11,0.812,-99.0,0.812,-99.0,0.72,0.9,0.65,0.99,16.04,142000000.0,34500000.0
7090.0,53.0625916,-27.843879700000002,24.5,1.573,-99.0,1.5730000000000002,-99.0,1.46,1.72,1.37,1.91,28.13,657000000.0,243000000.0
7091.0,53.101043700000005,-27.8438358,24.94,2.833,-99.0,2.833,-99.0,2.78,2.88,2.72,2.95,34.85,1200000000.0,343000000.0
7092.0,53.0320244,-27.843549699999997,25.79,0.727,-99.0,0.727,-99.0,0.61,4.13,0.46,5.0,6.31,154000000.0,54100000.0
7093.0,53.16867070000001,-27.844005600000003,24.74,0.873,-99.0,0.873,-99.0,0.78,0.96,0.71,1.03,32.16,262000000.0,35700000.0
7094.0,53.116001100000005,-27.844074199999998,23.87,0.038,-99.0,0.038,-99.0,0.03,1.04,0.01,7.11,49.78,698000.0,4020000.0
7096.0,53.183971400000004,-27.843685200000003,25.64,3.333,-99.0,3.333,-99.0,3.23,3.44,3.15,3.58,17.14,2890000000.0,861000000.0
7097.0,53.1241302,-27.843668,24.79,1.289,-99.0,1.2890000000000001,-99.0,1.21,1.37,1.14,1.44,34.19,507000000.0,95500000.0
7098.0,53.086887399999995,-27.844140999999997,24.08,3.363,3.45,3.363,2.0,3.29,3.44,3.23,3.53,46.82,10400000000.0,2950000000.0
7100.0,53.080448200000006,-27.8436584,24.93,3.096,-99.0,3.096,-99.0,3.03,3.17,2.93,3.25,33.95,3810000000.0,1600000000.0
7101.0,53.152191200000004,-27.8435326,25.78,2.761,-99.0,2.761,-99.0,2.69,2.84,2.61,2.93,18.23,640000000.0,138000000.0
7103.0,53.139305099999994,-27.843725199999998,24.2,1.369,-99.0,1.369,-99.0,1.3,1.43,1.24,1.5,55.09,1870000000.0,259000000.0
7105.0,53.112915,-27.8437977,24.27,1.716,-99.0,1.716,-99.0,1.62,1.81,1.53,1.91,52.79,3670000000.0,866000000.0
7107.0,53.1960106,-27.843467699999998,25.37,1.116,-99.0,1.1159999999999999,-99.0,0.98,1.24,0.83,1.36,20.45,608000000.0,76100000.0
7108.0,53.1576233,-27.843568800000003,25.24,0.515,-99.0,0.515,-99.0,0.44,0.59,0.33,0.68,27.75,71300000.0,5310000.0
7109.0,53.0346832,-27.8433685,25.96,0.756,-99.0,0.7559999999999999,-99.0,0.63,0.89,0.48,1.0,7.46,84100000.0,16500000.0
7110.0,53.1558723,-27.8433876,25.38,0.118,-99.0,0.11800000000000001,-99.0,0.08,0.16,0.03,0.27,16.18,3000000.0,4550000.0
7111.0,53.043342599999995,-27.8454399,22.3,1.304,-99.0,1.304,-99.0,1.2,1.56,1.04,6.15,102.31,21400000000.0,4610000000.0
7113.0,53.027511600000004,-27.843383799999998,25.05,0.248,-99.0,0.248,-99.0,0.12,0.38,0.03,0.55,11.46,39000000.0,12000000.0
7114.0,53.0996284,-27.843561199999996,24.45,0.06,-99.0,0.06,-99.0,0.04,0.09,0.02,2.56,29.16,874000.0,3980000.0
7115.0,53.054451,-27.8433723,25.64,5.027,-99.0,5.027,-99.0,4.76,5.15,0.5,5.32,14.59,1270000000.0,336000000.0
7119.0,53.0690956,-27.8440475,23.0,0.652,0.6701,0.652,2.0,0.6,0.71,0.54,0.75,103.23,865000000.0,139000000.0
7120.0,53.094635,-27.8439026,23.43,0.087,-99.0,0.087,-99.0,0.06,0.12,0.04,0.19,65.29,8580000.0,1660000.0
7121.0,53.2027512,-27.8435326,24.13,1.407,1.9544,1.4069999999999998,3.0,1.32,1.5,1.23,1.57,48.68,999000000.0,238000000.0
7123.0,53.2298622,-27.843187300000004,25.7,3.219,-99.0,3.219,-99.0,3.11,3.34,3.02,3.51,11.49,1700000000.0,564000000.0
7124.0,53.0630417,-27.843391399999998,24.0,0.569,-99.0,0.569,-99.0,0.52,0.62,0.47,3.95,24.09,432000000.0,252000000.0
7125.0,53.0627136,-27.844219199999998,24.11,0.414,-99.0,0.414,-99.0,0.36,0.47,0.29,0.53,33.39,138000000.0,55700000.0
7126.0,53.0744591,-27.849798200000002,17.23,0.1225,0.1225,0.18,1.0,0.13,0.24,0.08,0.31,3774.63,7840000000.0,3970000000.0
7127.0,53.1018791,-27.8438568,23.86,1.955,-99.0,1.955,-99.0,1.89,2.02,1.81,2.08,58.64,2880000000.0,723000000.0
7128.0,53.1094704,-27.843366600000003,25.67,1.068,-99.0,1.068,-99.0,0.97,1.17,0.84,1.27,12.71,206000000.0,25600000.0
7129.0,53.193576799999995,-27.843511600000003,23.78,1.935,-99.0,1.935,-99.0,1.88,1.99,1.82,2.06,56.41,1800000000.0,562000000.0
7131.0,53.1882744,-27.8435669,24.54,1.357,-99.0,1.357,-99.0,1.27,1.45,1.18,1.57,40.01,939000000.0,123000000.0
7132.0,53.079311399999995,-27.8431053,25.65,0.183,-99.0,0.183,-99.0,0.07,0.33,0.02,0.57,12.83,4420000.0,3270000.0
7133.0,53.1999931,-27.84305,25.97,2.676,-99.0,2.676,-99.0,2.53,2.81,0.56,2.93,9.45,702000000.0,249000000.0
7136.0,53.08330920000001,-27.843135800000002,25.24,0.759,-99.0,0.759,-99.0,0.67,0.85,0.57,0.93,28.05,162000000.0,28400000.0
7137.0,53.1137505,-27.843542100000004,24.39,2.957,-99.0,2.957,-99.0,2.89,3.03,2.82,3.09,36.21,7400000000.0,1450000000.0
7139.0,53.0638313,-27.843654600000004,22.36,0.419,-99.0,3.911,-99.0,3.42,4.25,0.19,8.78,78.42,1270000000.0,653000000.0
7140.0,53.03118520000001,-27.842916499999998,25.4,2.422,-99.0,2.4219999999999997,-99.0,2.2,2.58,0.46,2.72,11.59,966000000.0,210000000.0
7141.0,53.0627785,-27.845006899999994,22.84,1.155,-99.0,1.155,-99.0,0.49,1.26,0.23,6.38,85.63,2780000000.0,1040000000.0
7142.0,53.1933632,-27.8428898,26.66,2.976,-99.0,2.9760000000000004,-99.0,2.86,3.09,2.74,3.22,5.71,615000000.0,230000000.0
7143.0,53.1258698,-27.8436966,23.35,2.3204,2.3204,2.295,1.0,2.23,2.35,2.17,2.53,82.32,6900000000.0,1460000000.0
7144.0,53.1590385,-27.843324699999997,24.46,0.533,-99.0,0.5329999999999999,-99.0,0.47,0.6,0.41,0.66,38.13,170000000.0,7420000.0
7145.0,53.2277336,-27.8436756,22.73,1.449,1.4989,1.449,3.0,1.38,1.52,1.3,1.6,80.88,6710000000.0,1090000000.0
7148.0,53.0598412,-27.843234999999996,25.01,0.952,-99.0,0.9520000000000001,-99.0,0.88,1.02,0.82,1.08,28.09,180000000.0,39900000.0
7149.0,53.1686668,-27.8429642,25.94,0.645,-99.0,0.645,-99.0,0.52,0.77,0.36,0.98,13.81,76000000.0,12600000.0
7150.0,53.0620155,-27.843193100000004,23.73,2.723,-99.0,2.7230000000000003,-99.0,2.47,2.94,1.93,7.41,39.98,7230000000.0,1930000000.0
7151.0,53.16241070000001,-27.842865000000003,26.43,3.926,-99.0,3.926,-99.0,3.79,4.07,3.65,4.23,10.48,457000000.0,130000000.0
7153.0,53.1796799,-27.843879700000002,22.34,0.7332,0.7332,0.752,1.0,0.69,0.82,0.63,0.89,186.89,1770000000.0,255000000.0
7154.0,53.1628304,-27.8431244,25.43,3.751,-99.0,3.7510000000000003,-99.0,3.66,3.85,3.54,3.98,21.64,2950000000.0,309000000.0
7155.0,53.1739426,-27.8433266,23.74,2.659,-99.0,2.659,-99.0,2.59,2.73,2.52,2.81,69.18,17200000000.0,1950000000.0
7156.0,53.167610200000006,-27.8429337,25.73,0.379,-99.0,0.379,-99.0,0.22,0.53,0.12,0.67,20.6,49900000.0,13200000.0
7157.0,53.122348800000005,-27.846870399999997,19.53,0.415,0.415,0.35600000000000004,1.0,0.31,0.4,0.27,0.45,741.18,18200000000.0,4770000000.0
7158.0,53.0638733,-27.843261699999996,23.64,0.059,-99.0,0.059000000000000004,-99.0,0.03,5.07,-99.0,-99.0,19.07,5130000.0,1610000.0
7160.0,53.197406799999996,-27.842775300000003,25.4,3.296,-99.0,3.2960000000000003,-99.0,3.22,3.37,3.16,3.5,10.9,669000000.0,289000000.0
7161.0,53.1346931,-27.843681300000004,23.25,1.568,-99.0,1.568,-99.0,1.51,1.63,1.45,1.69,83.16,8240000000.0,2120000000.0
7163.0,53.084358200000004,-27.843122499999996,24.77,0.594,-99.0,0.594,-99.0,0.51,0.67,0.43,0.75,26.41,110000000.0,18400000.0
7165.0,53.20314789999999,-27.8426933,26.08,1.786,-99.0,1.786,-99.0,1.55,2.0,1.3,2.2,10.81,412000000.0,78300000.0
7166.0,53.1298904,-27.843051899999995,24.64,1.905,-99.0,1.905,-99.0,1.83,1.98,1.74,2.04,35.64,866000000.0,218000000.0
7167.0,53.08331679999999,-27.8444729,23.18,0.673,-99.0,0.6729999999999999,-99.0,0.62,0.73,0.55,0.78,78.36,727000000.0,151000000.0
7168.0,53.179966,-27.843028999999998,22.9,0.905,0.905,0.59,1.0,0.52,4.9,0.39,8.99,158.27,3100000000.0,700000000.0
7172.0,53.1939583,-27.843195,23.35,1.899,-99.0,1.899,-99.0,1.84,1.95,1.49,2.19,69.4,1400000000.0,461000000.0
7174.0,53.0645561,-27.843130100000003,23.42,4.296,-99.0,4.296,-99.0,2.35,6.16,0.05,9.39,16.5,942000000.0,178000000.0
7175.0,53.131774899999996,-27.842718100000003,25.9,0.233,-99.0,0.233,-99.0,0.17,0.3,0.08,0.43,15.18,10200000.0,5230000.0
7176.0,53.163425399999994,-27.8427982,25.1,0.08,-99.0,0.08,-99.0,0.05,4.31,0.01,6.96,35.78,5890000.0,3680000.0
7177.0,53.036827100000004,-27.8425999,25.17,1.608,-99.0,1.608,-99.0,1.31,1.94,1.12,2.29,6.88,534000000.0,128000000.0
7181.0,53.08149720000001,-27.8426609,25.65,2.201,-99.0,2.201,-99.0,2.04,2.35,1.93,2.51,20.96,345000000.0,79800000.0
7182.0,53.1586189,-27.842872600000003,25.02,0.07,0.6287,0.07,3.0,0.05,0.1,0.02,0.16,19.86,2770000.0,3220000.0
7183.0,53.115493799999996,-27.8446655,20.47,1.097,1.097,1.069,1.0,1.02,1.11,0.98,1.16,577.64,62300000000.0,9450000000.0
7184.0,53.0716934,-27.8436317,22.61,1.956,1.956,1.956,1.0,1.89,2.02,1.82,2.08,125.86,78900000000.0,15500000000.0
7185.0,53.1300774,-27.8428936,23.92,1.914,-99.0,1.9140000000000001,-99.0,1.34,2.49,0.07,8.84,69.3,761000000.0,340000000.0
7188.0,53.198131599999996,-27.842485399999997,26.06,4.488,-99.0,4.488,-99.0,4.39,4.59,4.28,4.68,9.12,2220000000.0,609000000.0
7191.0,53.0553818,-27.8438835,22.43,1.342,1.296,1.3419999999999999,2.0,1.22,1.48,1.16,1.76,147.4,20700000000.0,9060000000.0
7192.0,53.2168045,-27.842651399999998,25.33,1.668,-99.0,1.6680000000000001,-99.0,1.53,1.82,1.38,1.95,16.32,608000000.0,94900000.0
7193.0,53.08205409999999,-27.842609399999997,25.15,2.404,-99.0,2.404,-99.0,2.28,2.53,2.17,2.64,29.62,1660000000.0,311000000.0
7194.0,53.2026634,-27.8426247,24.72,0.713,-99.0,0.713,-99.0,0.63,0.79,0.55,0.87,24.45,225000000.0,42400000.0
7195.0,53.1618843,-27.8458405,20.37,1.015,1.015,1.015,1.0,0.97,1.06,0.91,1.11,492.74,51800000000.0,7770000000.0
7197.0,53.08026120000001,-27.842616999999997,25.23,3.175,-99.0,3.175,-99.0,0.33,3.4,0.13,8.22,16.03,758000000.0,175000000.0
7198.0,53.162483200000004,-27.842449199999997,26.05,1.423,-99.0,1.423,-99.0,1.31,1.54,1.21,1.65,17.63,256000000.0,57500000.0
7199.0,53.1978912,-27.8427582,24.27,0.442,0.7936,0.442,3.0,0.38,0.61,0.09,4.9,33.79,128000000.0,22000000.0
7200.0,53.1370621,-27.842729600000002,25.01,0.375,-99.0,0.375,-99.0,0.2,0.51,0.1,3.47,19.19,143000000.0,57700000.0
7202.0,53.072170299999996,-27.844284100000003,23.26,0.435,-99.0,0.435,-99.0,0.39,0.48,0.31,0.53,66.14,303000000.0,32100000.0
7203.0,53.1028214,-27.842628499999996,25.24,1.479,-99.0,1.479,-99.0,1.37,1.59,1.28,1.69,26.12,507000000.0,146000000.0
7204.0,53.099926,-27.8425789,24.75,0.056,-99.0,0.055999999999999994,-99.0,0.03,0.08,0.02,0.15,47.51,643000.0,4020000.0
7207.0,53.1388664,-27.842767699999996,24.48,0.097,-99.0,0.09699999999999999,-99.0,0.06,0.15,0.02,1.86,20.48,4840000.0,2840000.0
7208.0,53.037262,-27.8423615,25.68,1.376,-99.0,1.376,-99.0,1.07,1.74,0.5,2.15,7.31,219000000.0,81000000.0
7209.0,53.1421738,-27.842821100000002,24.42,1.522,-99.0,1.5219999999999998,-99.0,1.44,1.61,1.35,1.73,31.2,1240000000.0,243000000.0
7210.0,53.162189500000004,-27.842628499999996,24.57,2.641,-99.0,2.641,-99.0,2.56,2.72,2.49,2.81,41.46,5150000000.0,997000000.0
7212.0,53.1125603,-27.842363399999996,26.05,1.664,-99.0,1.6640000000000001,-99.0,1.51,1.81,1.3,1.99,12.0,284000000.0,48300000.0
7213.0,53.0515175,-27.8432407,22.2,0.826,0.8419,0.826,3.0,0.76,0.89,0.7,0.94,160.06,4050000000.0,622000000.0
7215.0,53.0653419,-27.8424549,25.33,0.582,-99.0,0.5820000000000001,-99.0,0.46,0.7,0.32,0.84,22.6,95800000.0,7170000.0
7216.0,53.183231400000004,-27.842348100000002,25.77,1.207,-99.0,1.207,-99.0,1.08,1.33,0.93,1.49,16.42,195000000.0,27000000.0
7217.0,53.063632999999996,-27.8442326,20.54,0.246,0.246,0.222,1.0,0.17,0.28,0.12,0.35,523.98,1880000000.0,605000000.0
7219.0,53.1000481,-27.8441715,21.54,1.094,1.094,1.025,1.0,0.96,1.09,0.89,1.15,239.34,29100000000.0,5660000000.0
7220.0,53.08985139999999,-27.8424206,25.18,2.722,-99.0,2.722,-99.0,2.63,2.81,2.51,2.91,25.11,562000000.0,180000000.0
7221.0,53.1423225,-27.842674300000002,24.58,1.569,-99.0,1.569,-99.0,1.47,1.67,1.36,1.76,39.99,987000000.0,168000000.0
7222.0,53.080101,-27.8428288,23.9,1.08,-99.0,1.08,-99.0,1.02,1.14,0.96,1.2,66.23,1080000000.0,83900000.0
7224.0,53.1872902,-27.843166399999998,23.22,0.636,-99.0,0.636,-99.0,0.58,0.69,0.53,0.74,76.13,684000000.0,126000000.0
7225.0,53.0947647,-27.843051899999995,24.09,0.971,-99.0,0.971,-99.0,0.91,1.03,0.81,1.09,39.32,554000000.0,106000000.0
7226.0,53.0809059,-27.842740999999997,23.71,0.536,-99.0,0.536,-99.0,0.47,0.6,0.41,0.66,77.77,480000000.0,46000000.0
7227.0,53.1764297,-27.842534999999998,23.63,1.267,-99.0,1.2670000000000001,-99.0,1.19,1.34,1.12,1.42,68.35,3900000000.0,451000000.0
7228.0,53.2134476,-27.8422623,25.37,1.737,-99.0,1.7369999999999999,-99.0,1.59,1.88,1.48,2.0,21.78,799000000.0,131000000.0
7229.0,53.216587100000005,-27.842229800000002,25.31,1.706,-99.0,1.706,-99.0,1.64,1.77,1.58,1.81,19.44,374000000.0,112000000.0
7230.0,53.15066529999999,-27.8436337,21.92,1.609,1.609,1.8630000000000002,1.0,1.8,1.93,1.71,2.0,182.38,73500000000.0,12900000000.0
7231.0,53.192077600000005,-27.842399600000004,25.33,1.656,-99.0,1.656,-99.0,1.51,1.82,1.37,1.95,20.79,997000000.0,123000000.0
7232.0,53.185775799999995,-27.8421707,25.72,1.211,-99.0,1.2109999999999999,-99.0,1.11,1.31,1.02,1.43,14.04,218000000.0,42800000.0
7233.0,53.1384811,-27.8422432,25.22,3.868,-99.0,3.8680000000000003,-99.0,3.78,3.96,3.68,4.06,21.59,1050000000.0,234000000.0
7234.0,53.032592799999996,-27.8421307,25.55,0.814,-99.0,0.8140000000000001,-99.0,0.65,0.99,0.47,1.13,13.07,86100000.0,23700000.0
7235.0,53.1713066,-27.842111600000003,26.18,0.515,-99.0,0.515,-99.0,0.37,0.68,0.2,2.56,12.24,22900000.0,2280000.0
7236.0,53.202343000000006,-27.8422985,24.75,1.525,-99.0,1.525,-99.0,1.38,1.67,1.28,1.86,25.1,939000000.0,163000000.0
7238.0,53.0265579,-27.842071500000003,26.0,1.716,-99.0,1.716,-99.0,1.58,1.87,1.46,2.01,9.8,412000000.0,113000000.0
7240.0,53.0340805,-27.8420429,25.32,0.97,-99.0,0.97,-99.0,0.77,1.14,0.37,1.3,8.87,259000000.0,52200000.0
7241.0,53.1127434,-27.842565500000003,24.92,1.456,-99.0,1.456,-99.0,1.39,1.52,1.32,1.59,24.9,678000000.0,153000000.0
7243.0,53.101841,-27.842800099999998,23.11,1.552,1.552,1.5390000000000001,1.0,1.46,1.61,1.38,1.69,101.23,2890000000.0,460000000.0
7244.0,53.119918799999994,-27.8423214,24.13,0.065,-99.0,0.065,-99.0,0.04,0.1,0.01,1.34,34.79,1200000.0,3920000.0
7246.0,53.198864,-27.843912100000004,21.65,1.615,1.615,1.6669999999999998,1.0,1.58,1.78,1.53,1.9,164.42,95300000000.0,19500000000.0
7247.0,53.100688899999994,-27.8420124,26.01,3.322,-99.0,3.322,-99.0,3.15,3.5,3.05,3.75,11.84,1470000000.0,464000000.0
7248.0,53.2263489,-27.842094399999997,24.56,0.743,-99.0,0.743,-99.0,0.67,0.81,0.61,0.88,26.34,253000000.0,54600000.0
7249.0,53.149745900000006,-27.8424034,23.95,0.296,-99.0,0.29600000000000004,-99.0,0.19,0.4,0.12,0.47,60.49,82700000.0,10000000.0
7250.0,53.0273743,-27.8439217,20.12,0.339,0.339,0.385,1.0,0.33,0.44,0.28,0.49,472.5,3210000000.0,220000000.0
7251.0,53.1694679,-27.842313800000003,23.9,0.65,-99.0,0.65,-99.0,0.6,0.7,0.55,0.75,49.26,501000000.0,82800000.0
7252.0,53.080543500000005,-27.8420506,25.73,1.481,-99.0,1.4809999999999999,-99.0,1.34,1.62,1.23,1.75,19.07,212000000.0,47400000.0
7253.0,53.150528,-27.8423691,23.73,1.775,-99.0,1.775,-99.0,1.69,1.86,1.61,1.93,75.65,3740000000.0,526000000.0
7254.0,53.2027283,-27.842285200000003,23.02,0.063,-99.0,0.063,-99.0,0.04,0.09,0.01,0.12,122.52,23900000.0,9560000.0
7255.0,53.07606510000001,-27.842083000000002,25.67,2.881,-99.0,2.8810000000000002,-99.0,2.8,2.97,2.71,3.06,18.99,1040000000.0,218000000.0
7256.0,53.0268555,-27.841888399999995,25.26,1.718,-99.0,1.7180000000000002,-99.0,1.48,1.95,1.31,2.12,12.94,724000000.0,153000000.0
7257.0,53.1879501,-27.8423843,23.51,1.137,-99.0,1.137,-99.0,1.06,1.21,0.96,1.28,96.2,4920000000.0,746000000.0
7258.0,53.039627100000004,-27.842138300000002,24.1,1.85,1.8301,1.85,3.0,1.72,1.97,1.51,2.02,30.35,1460000000.0,413000000.0
7259.0,53.1716728,-27.842449199999997,23.96,3.248,3.162,3.248,2.0,3.2,3.3,3.12,3.36,62.48,6370000000.0,1760000000.0
7260.0,53.124767299999995,-27.842229800000002,23.34,1.389,1.389,1.311,1.0,1.25,1.38,1.18,1.44,94.1,4130000000.0,803000000.0
7261.0,53.1709137,-27.8422413,24.27,1.644,-99.0,1.6440000000000001,-99.0,1.57,1.72,1.51,1.79,48.98,1370000000.0,167000000.0
7263.0,53.18933489999999,-27.842144,25.42,0.121,-99.0,0.121,-99.0,0.07,0.24,0.02,0.56,20.09,6640000.0,3790000.0
7264.0,53.1454086,-27.841991399999998,24.74,0.603,-99.0,0.603,-99.0,0.51,0.69,0.44,0.77,33.71,185000000.0,24700000.0
7266.0,53.1723747,-27.842056300000003,24.92,0.603,-99.0,0.603,-99.0,0.56,0.65,0.5,0.69,30.85,86800000.0,7870000.0
7267.0,53.100173999999996,-27.8427238,22.9,1.413,1.413,1.364,1.0,1.3,1.44,1.23,1.52,107.95,4520000000.0,933000000.0
7269.0,53.16513440000001,-27.8419037,25.09,0.694,-99.0,0.6940000000000001,-99.0,0.61,0.79,0.51,0.88,19.69,148000000.0,20500000.0
7270.0,53.20456310000001,-27.8424397,23.57,0.914,0.86,0.914,2.0,0.86,0.97,0.8,1.01,70.06,765000000.0,119000000.0
7271.0,53.1185188,-27.8419952,25.07,0.152,-99.0,0.152,-99.0,0.1,0.22,0.04,0.35,19.26,8700000.0,3600000.0
7273.0,53.049873399999996,-27.8427391,22.0,0.9812,0.9812,0.971,1.0,0.92,1.02,0.85,1.08,196.53,5710000000.0,714000000.0
7275.0,53.12442779999999,-27.842226,24.4,1.374,-99.0,1.374,-99.0,1.31,1.44,1.24,1.52,44.05,770000000.0,163000000.0
7276.0,53.07493589999999,-27.842399600000004,23.54,0.067,-99.0,0.067,-99.0,0.04,0.09,0.02,0.14,43.32,13600000.0,6870000.0
7277.0,53.091587100000005,-27.841869399999997,25.41,0.414,-99.0,0.414,-99.0,0.24,0.58,0.14,0.71,19.34,63300000.0,23400000.0
